# ring2x5-100e — variant srnn-no-dales-skip-seed5 (k=4)
# Effective values (post-transform). Means/stds computed over the indicated dimension.
effective parameter                  init mean    final mean    init std   final std          n
-----------------------------------------------------------------------------------------------
tau_global (s)                              +1       +0.7492           —           —     scalar
tau_d (s)                                 +0.1     +0.048723           0           0        300
tau_a_E[j=0] (s)                         +0.25      +0.16087           0           0        150
tau_a_E[j=1] (s)                       +1.5896       +1.0229           0           0        150
tau_a_E[j=2] (s)                            +4       +2.5739           0           0        150
tau_a_I[j=0] (s)                         +0.25      +0.19211           0           0        150
tau_a_I[j=1] (s)                       +1.5896       +1.2215           0           0        150
tau_a_I[j=2] (s)                            +4       +3.0737           0           0        150
tau_b_rec_E (s)                             +1      +0.48211           0           0        150
tau_b_rel_E (s)                          +0.25      +0.28065           0           0        150
tau_b_rec_I (s)                             +1      +0.52989           0           0        150
tau_b_rel_I (s)                          +0.25       +0.2603           0           0        150
W_eff (E src, signed)                 +0.23266      +0.37731      0.0779      0.2143      14942
W_eff (I src, signed)                 -0.31065      -0.52513     0.07739      0.2258      15085
|W_eff| (E src)                       +0.23271      +0.38681     0.07774      0.1967      14942
|W_eff| (I src)                       +0.31065      +0.52765     0.07738      0.2198      15085
W_in_eff (input neurons)             +0.004538    +0.0047061     0.09841      0.2198       1275
c_E[j=0] (SFA coupling)                  +0.05     +0.046511           0           0        150
c_E[j=1] (SFA coupling)                  +0.05     +0.046511           0           0        150
c_E[j=2] (SFA coupling)                  +0.05     +0.046511           0           0        150
c_0_E[j=0] (SFA offset)                     +0     -0.070028           0           0        150
c_0_E[j=1] (SFA offset)                     +0     -0.070028           0           0        150
c_0_E[j=2] (SFA offset)                     +0     -0.070028           0           0        150
c_I[j=0] (SFA coupling)                  +0.05     +0.049246           0           0        150
c_I[j=1] (SFA coupling)                  +0.05     +0.049246           0           0        150
c_I[j=2] (SFA coupling)                  +0.05     +0.049246           0           0        150
c_0_I[j=0] (SFA offset)                     +0      +0.05937           0           0        150
c_0_I[j=1] (SFA offset)                     +0      +0.05937           0           0        150
c_0_I[j=2] (SFA offset)                     +0      +0.05937           0           0        150
a_0 (threshold)                          +0.35      +0.31963           0           0        300
W_out_eff (readout × gain)          +0.0029913   -4.0578e-05     0.06652      0.3402       1275
readout_bias                                +0    +0.0037483           0     0.09928         17
ic.ic (per-variant init)              +0.20431      +0.20431       0.301       0.301       1500
