# ring2x5-100e — variant srnn-no-dales-skip-seed4 (k=3)
# Effective values (post-transform). Means/stds computed over the indicated dimension.
effective parameter                  init mean    final mean    init std   final std          n
-----------------------------------------------------------------------------------------------
tau_global (s)                              +1      +0.75064           —           —     scalar
tau_d (s)                                 +0.1      +0.04718           0           0        300
tau_a_E[j=0] (s)                         +0.25      +0.16412           0           0        150
tau_a_E[j=1] (s)                       +1.5896       +1.0435           0           0        150
tau_a_E[j=2] (s)                            +4       +2.6259           0           0        150
tau_a_I[j=0] (s)                         +0.25      +0.19358           0           0        150
tau_a_I[j=1] (s)                       +1.5896       +1.2308           0           0        150
tau_a_I[j=2] (s)                            +4       +3.0972           0           0        150
tau_b_rec_E (s)                             +1      +0.48549           0           0        150
tau_b_rel_E (s)                          +0.25      +0.32758           0           0        150
tau_b_rec_I (s)                             +1      +0.47179           0           0        150
tau_b_rel_I (s)                          +0.25      +0.28613           0           0        150
W_eff (E src, signed)                 +0.23246      +0.37357     0.07702      0.2129      15026
W_eff (I src, signed)                 -0.30974      -0.53144     0.07771      0.2316      14796
|W_eff| (E src)                       +0.23251      +0.38285     0.07687      0.1957      15026
|W_eff| (I src)                       +0.30974      +0.53362     0.07771      0.2265      14796
W_in_eff (input neurons)            +0.0028809     +0.010779      0.1007      0.2204       1275
c_E[j=0] (SFA coupling)                  +0.05      +0.04349           0           0        150
c_E[j=1] (SFA coupling)                  +0.05      +0.04349           0           0        150
c_E[j=2] (SFA coupling)                  +0.05      +0.04349           0           0        150
c_0_E[j=0] (SFA offset)                     +0      -0.14455           0           0        150
c_0_E[j=1] (SFA offset)                     +0      -0.14455           0           0        150
c_0_E[j=2] (SFA offset)                     +0      -0.14455           0           0        150
c_I[j=0] (SFA coupling)                  +0.05     +0.049767           0           0        150
c_I[j=1] (SFA coupling)                  +0.05     +0.049767           0           0        150
c_I[j=2] (SFA coupling)                  +0.05     +0.049767           0           0        150
c_0_I[j=0] (SFA offset)                     +0      +0.14577           0           0        150
c_0_I[j=1] (SFA offset)                     +0      +0.14577           0           0        150
c_0_I[j=2] (SFA offset)                     +0      +0.14577           0           0        150
a_0 (threshold)                          +0.35      +0.30752           0           0        300
W_out_eff (readout × gain)          +0.0026403    +5.934e-05     0.06667      0.3346       1275
readout_bias                                +0    +0.0077422           0      0.0963         17
ic.ic (per-variant init)              +0.18763      +0.18763      0.3347      0.3347       1500
